location,report_date,season,season_week,total_mosquito,culex_annulirostris,aedes_vigilax,mos_sindbis,mos_ross_river,mos_kunjin,mos_edge_hill,mos_barmah_forest,mos_stratford,mos_kokobera,mos_unknown,mos_murray_valley_encephalitis,mos_japanese_enc,sc_num_tested,sc_num_pos,sc_murray_valley_encephalitis,sc_kunjin,sc_japanese_encephalitis,rain_cumulative,temperature_max_avg,temperature_max,temperature_min_avg,temperature_min,location_mosquito,location_chicken
Griffith,2020-04-18,2019/2020,42,525,163,748,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0.1,22.7,29.2,10.3,7.6,1,1
Griffith,2020-04-25,2019/2020,43,546,144,767,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,22.9,25.9,8.5,6,1,1
Griffith,2020-05-02,2019/2020,44,609,155,766,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,49.69,19.9,25.9,10.1,7.2,1,1
Griffith,2020-05-09,2019/2020,45,559,158,844,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,7.99,19.2,24.4,7.2,1.9,1,1
Griffith,2020-05-16,2019/2020,46,529,188,838,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0.08,17.4,19,4.1,1.8,1,1
Hawkesbury,2019-11-30,2019/2020,22,563,145,823,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,16.72,30,34.7,14.3,8.6,1,
Hawkesbury,2019-12-07,2019/2020,23,569,143,802,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0.08,29.3,34,14,11.4,1,
Hawkesbury,2019-12-14,2019/2020,24,550,132,790,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0.44,29.9,40.9,15.6,13.6,1,
Hawkesbury,2019-12-21,2019/2020,25,492,168,793,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,32.3,40.4,14.9,12.2,1,
Hawkesbury,2019-12-28,2019/2020,26,561,141,748,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0.84,30.6,41.3,16.6,15.3,1,
Hawkesbury,2020-01-04,2019/2020,27,557,144,709,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0.68,36.6,42.6,18,15,1,
Hawkesbury,2020-01-11,2019/2020,28,551,151,776,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,9.85,32.4,45.5,19.4,16.5,1,
Hawkesbury,2020-01-18,2019/2020,29,546,151,768,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,25.64,26.2,30.8,17.2,15.9,1,
Hawkesbury,2020-01-25,2019/2020,30,594,147,827,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,21.4,31.2,40.9,18.1,16.4,1,
Hawkesbury,2020-02-01,2019/2020,31,555,158,810,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,12.75,33.9,39.3,20.9,17.9,1,
Hawkesbury,2020-02-08,2019/2020,32,562,147,775,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,56.65,29.5,43.4,19.6,14.2,1,
Hawkesbury,2020-02-15,2019/2020,33,515,162,794,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,239.98,25.7,30.2,18.8,17.6,1,
Hawkesbury,2020-02-22,2019/2020,34,566,152,800,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,35.2,27.2,32.9,17.2,13.6,1,
Hawkesbury,2020-02-29,2019/2020,35,583,168,775,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,9.54,26.5,31.3,16.4,12.7,1,
Hawkesbury,2020-03-07,2019/2020,36,536,155,801,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,49.59,27,37.1,17.2,15.2,1,
Hawkesbury,2020-03-14,2019/2020,37,556,164,759,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,15.71,23.4,25.8,14.1,10.9,1,
Hawkesbury,2020-03-21,2019/2020,38,549,175,861,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,24.85,24.1,33.2,12.9,11.3,1,
Hawkesbury,2020-03-28,2019/2020,39,553,143,824,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,50.21,23.3,28.9,14.3,13.4,1,
Hawkesbury,2020-04-04,2019/2020,40,533,159,794,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,12.92,24.1,26.7,14.9,11.6,1,
Hawkesbury,2020-04-11,2019/2020,41,553,164,762,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,25.68,21.2,24.2,13.5,10.5,1,
Hawkesbury,2020-04-18,2019/2020,42,572,149,803,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1.81,24.8,28.5,10,6.2,1,
Hawkesbury,2020-04-25,2019/2020,43,548,173,840,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,23.8,27.2,8.8,6.6,1,
Hawkesbury,2020-05-02,2019/2020,44,575,157,791,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,15.1,22.2,26.6,11.5,8.1,1,
Hawkesbury,2020-05-09,2019/2020,45,541,156,835,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0.14,20.4,25.6,6.9,2.5,1,
Hawkesbury,2020-05-16,2019/2020,46,581,171,809,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0.4,18.7,24.6,4.9,0.7,1,
Hills Shire,2019-11-30,2019/2020,22,566,161,807,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,14.22,29.3,35.3,15.2,10,1,
Hills Shire,2019-12-07,2019/2020,23,558,150,739,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,29.2,35.2,14.8,12.2,1,
Hills Shire,2019-12-14,2019/2020,24,560,162,784,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0.03,28.6,39.6,16.6,15.1,1,
Hills Shire,2019-12-21,2019/2020,25,542,151,821,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0.04,31.4,41.1,15.7,12.9,1,
Hills Shire,2019-12-28,2019/2020,26,519,159,807,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0.31,29.8,38.6,17.2,15.7,1,
Hills Shire,2020-01-04,2019/2020,27,528,169,799,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0.65,35.1,43.3,18.1,15.6,1,
Hills Shire,2020-01-11,2019/2020,28,567,155,812,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,6.49,31.7,46.6,20,17.1,1,
Hills Shire,2020-01-18,2019/2020,29,551,172,831,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,21.39,26.2,30.3,17.7,16.3,1,
Hills Shire,2020-01-25,2019/2020,30,545,160,784,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,26.65,31.2,41.7,18.6,17.2,1,
Hills Shire,2020-02-01,2019/2020,31,513,153,802,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,4.46,33.2,37.5,21.6,18,1,
Hills Shire,2020-02-08,2019/2020,32,545,167,804,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,50.73,29.4,43.1,19.9,14.9,1,
Hills Shire,2020-02-15,2019/2020,33,539,135,784,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,255.13,26.3,30.9,19.5,18.2,1,
Hills Shire,2020-02-22,2019/2020,34,556,169,843,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,27.74,27.5,33.4,18.1,14.8,1,
Hills Shire,2020-02-29,2019/2020,35,579,154,825,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,8.2,27.1,32.3,17.5,13.9,1,
Hills Shire,2020-03-07,2019/2020,36,556,139,729,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,46.71,27.6,37.9,18.2,16.7,1,
Hills Shire,2020-03-14,2019/2020,37,521,166,760,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,11.09,24,26.4,15,11.9,1,
Hills Shire,2020-03-21,2019/2020,38,519,163,827,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,26.4,24.9,34.5,13.8,11.9,1,
Hills Shire,2020-03-28,2019/2020,39,541,145,819,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,37.44,24.1,29.6,15.3,14.4,1,
Hills Shire,2020-04-04,2019/2020,40,520,155,802,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,15.12,25,27.2,15.7,12.7,1,
Hills Shire,2020-04-11,2019/2020,41,548,146,792,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,15.81,22.3,25.6,14.4,11.6,1,
Hills Shire,2020-04-18,2019/2020,42,543,168,808,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,4.08,25.5,29.2,11.2,7.6,1,
Hills Shire,2020-04-25,2019/2020,43,542,183,782,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0.18,24.4,28,10.2,8.4,1,
Hills Shire,2020-05-02,2019/2020,44,569,167,769,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,13.1,22.8,27.3,12.4,8.7,1,
Hills Shire,2020-05-09,2019/2020,45,553,179,794,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0.15,21.4,26.7,8,4.2,1,
Hills Shire,2020-05-16,2019/2020,46,515,138,805,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0.91,19.4,25.5,6.4,3.4,1,
Kempsey,2019-11-30,2019/2020,22,552,149,764,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.05,28.6,32.9,15.8,10.9,1,
Kempsey,2019-12-07,2019/2020,23,558,148,789,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,4.56,30.1,35,13.1,9.6,1,
Kempsey,2019-12-14,2019/2020,24,572,158,792,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,7.59,28.7,34.6,16.7,12.1,1,
Kempsey,2019-12-21,2019/2020,25,541,144,802,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0.74,30.6,33,16.3,14.1,1,
Kempsey,2019-12-28,2019/2020,26,571,149,797,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,25.25,28.4,32.9,18,14.5,1,
Kempsey,2020-01-04,2019/2020,27,535,153,786,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0.35,32.1,34,16.8,13.4,1,
Kempsey,2020-01-11,2019/2020,28,539,157,808,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,5.42,32.9,36.8,18.9,17.7,1,
Kempsey,2020-01-18,2019/2020,29,559,159,778,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,22,28.4,31.5,18.3,15.7,1,
Kempsey,2020-01-25,2019/2020,30,576,147,740,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,78.35,31.5,35,20.2,18.9,1,
Kempsey,2020-02-01,2019/2020,31,581,147,790,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,12.37,31.3,32.6,20.9,19.1,1,
Kempsey,2020-02-08,2019/2020,32,551,143,854,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,81.89,27.8,34.8,18.9,16.4,1,
Kempsey,2020-02-15,2019/2020,33,509,161,791,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,196.49,25.9,28.7,19.3,18,1,
Kempsey,2020-02-22,2019/2020,34,546,135,831,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,17.06,28.5,32.7,18.5,16.4,1,
Kempsey,2020-02-29,2019/2020,35,540,176,770,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,65.92,26,29.2,17.9,17.3,1,
Kempsey,2020-03-07,2019/2020,36,580,148,800,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,10.12,28.1,33.7,19,17.6,1,
Kempsey,2020-03-14,2019/2020,37,519,171,819,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,80.79,22.6,24.9,16.2,14,1,
Kempsey,2020-03-21,2019/2020,38,561,158,800,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,38.83,24.4,30.5,13.9,12.1,1,
Kempsey,2020-03-28,2019/2020,39,524,176,840,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,28.47,24.7,28.7,16.3,15.1,1,
Kempsey,2020-04-04,2019/2020,40,479,143,839,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,21.17,25.7,27.2,14.8,13,1,
Kempsey,2020-04-11,2019/2020,41,524,174,827,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,21.47,22.9,28,13.7,8.6,1,
Kempsey,2020-04-18,2019/2020,42,559,166,758,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,5.12,25.3,29,11.4,7.9,1,
Kempsey,2020-04-25,2019/2020,43,527,151,787,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,2.3,24.7,26.3,11.2,10,1,
Kempsey,2020-05-02,2019/2020,44,570,136,743,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,12.79,24.6,28.3,12.5,7.7,1,
Kempsey,2020-05-09,2019/2020,45,528,167,770,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0.67,21.5,24.8,7.7,5.9,1,
Kempsey,2020-05-16,2019/2020,46,552,155,745,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1.78,20.6,23.7,8.5,6.7,1,
Lake Macquarie,2019-11-30,2019/2020,22,544,151,803,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,7.79,28.1,35.6,16,11.6,1,
Lake Macquarie,2019-12-07,2019/2020,23,537,165,795,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0.71,28.6,33.4,15.9,12.9,1,
Lake Macquarie,2019-12-14,2019/2020,24,540,167,808,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0.04,27.5,37.3,17.6,16.5,1,
Lake Macquarie,2019-12-21,2019/2020,25,547,147,810,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0.05,28.9,40,16.4,13.6,1,
Lake Macquarie,2019-12-28,2019/2020,26,520,149,811,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1.93,28.2,37.9,18.7,17.5,1,
Lake Macquarie,2020-01-04,2019/2020,27,512,195,769,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0.88,32.1,39.5,18.2,16.6,1,
Lake Macquarie,2020-01-11,2019/2020,28,534,164,780,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,4.44,30.2,42.9,20.3,18.3,1,
Lake Macquarie,2020-01-18,2019/2020,29,515,146,800,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,2.76,26.2,29.5,19,17.4,1,
Lake Macquarie,2020-01-25,2019/2020,30,540,160,791,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,33.87,31.2,41.6,20.1,17.5,1,
Lake Macquarie,2020-02-01,2019/2020,31,552,154,823,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,6.91,31,34.5,21.8,19.7,1,
Lake Macquarie,2020-02-08,2019/2020,32,582,142,844,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,55.03,29.3,41.3,20.3,14.1,1,
Lake Macquarie,2020-02-15,2019/2020,33,497,157,789,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,207.8,26.2,29.7,20,18.9,1,
Lake Macquarie,2020-02-22,2019/2020,34,557,164,788,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,36.19,27.4,32.7,18.3,15.1,1,
Lake Macquarie,2020-02-29,2019/2020,35,531,163,760,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,9.33,27,32,18.4,16.8,1,
Lake Macquarie,2020-03-07,2019/2020,36,532,150,788,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,41.33,28,36.6,18.9,16,1,
Lake Macquarie,2020-03-14,2019/2020,37,538,165,805,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,9.2,23.9,25.4,15.5,12.3,1,
Lake Macquarie,2020-03-21,2019/2020,38,550,164,785,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,20.31,25.1,33.5,13.8,11.1,1,
Lake Macquarie,2020-03-28,2019/2020,39,562,157,792,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,66.12,24.2,29.4,16.5,14.7,1,
Lake Macquarie,2020-04-04,2019/2020,40,544,166,815,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,21.82,25.1,26.7,16,12.9,1,
Lake Macquarie,2020-04-11,2019/2020,41,524,170,765,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,31.83,22.5,26.9,14.9,12.2,1,
Lake Macquarie,2020-04-18,2019/2020,42,552,140,783,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1.62,25.5,28.2,12.4,7.6,1,
Lake Macquarie,2020-04-25,2019/2020,43,555,150,814,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.2,24.2,27.9,11.2,8.5,1,
Lake Macquarie,2020-05-02,2019/2020,44,537,154,763,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,13.48,23.3,27.5,13.3,10,1,
Lake Macquarie,2020-05-09,2019/2020,45,570,161,794,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,4.87,20.8,26,9.1,5.4,1,
Lake Macquarie,2020-05-16,2019/2020,46,537,169,803,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,7.38,19.8,25,7.2,3.7,1,
Leeton,2019-11-30,2019/2020,22,506,158,775,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,30.9,36.6,12.6,6.9,1,1
Leeton,2019-12-07,2019/2020,23,547,163,765,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,4.91,25.1,31.4,11.5,7.9,1,1
Leeton,2019-12-14,2019/2020,24,585,147,818,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,33.3,39.9,13.5,10.6,1,1
Leeton,2019-12-21,2019/2020,25,525,173,803,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,37.9,45.3,17.3,13,1,1
Leeton,2019-12-28,2019/2020,26,541,158,805,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,38.1,42.4,19.6,15,1,1
Leeton,2020-01-04,2019/2020,27,515,164,799,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0.45,39.2,43.5,21.6,13.8,1,1
Leeton,2020-01-11,2019/2020,28,529,139,829,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0.18,37,47.3,20.2,17.8,1,1
Leeton,2020-01-18,2019/2020,29,544,155,791,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1.83,33.3,36.8,17.4,12.4,1,1
Leeton,2020-01-25,2019/2020,30,585,163,724,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,19.31,30.8,38.3,17,13.2,1,1
Leeton,2020-02-01,2019/2020,31,531,188,782,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0.06,37.7,45.7,18.5,13.9,1,1
Leeton,2020-02-08,2019/2020,32,541,139,782,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0.59,33,43.7,19.8,11.7,1,1
Leeton,2020-02-15,2019/2020,33,577,137,780,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,37.09,29.9,34.1,19.8,16.7,1,1
Leeton,2020-02-22,2019/2020,34,554,173,876,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,5.21,31.3,36.4,17.2,12.6,1,1
Leeton,2020-02-29,2019/2020,35,521,158,811,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0.01,30.2,34.1,16.4,10,1,1
Leeton,2020-03-07,2019/2020,36,560,141,766,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,73.09,26.6,34.6,15.7,12.2,1,1
Leeton,2020-03-14,2019/2020,37,574,163,779,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0.63,28.1,30.8,15.3,12.3,1,1
Leeton,2020-03-21,2019/2020,38,552,162,809,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0.58,27.7,33.8,14.3,11.4,1,1
Leeton,2020-03-28,2019/2020,39,518,148,806,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0.24,26.4,27.8,11.4,8.6,1,1
Leeton,2020-04-04,2019/2020,40,556,162,760,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,19.23,26.4,29.7,14.5,9.7,1,1
Leeton,2020-04-11,2019/2020,41,535,142,793,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,41.94,20,22.3,10.6,6.6,1,1
Leeton,2020-04-18,2019/2020,42,576,155,755,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0.98,22.4,28.8,10.4,7.1,1,1
Leeton,2020-04-25,2019/2020,43,532,173,784,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0.01,22.6,25.4,8.5,6.4,1,1
Leeton,2020-05-02,2019/2020,44,576,172,796,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,54.06,19.7,25.6,10.2,7.1,1,1
Leeton,2020-05-09,2019/2020,45,535,147,789,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,5.13,19.1,24.1,7.6,3,1,1
Leeton,2020-05-16,2019/2020,46,531,164,781,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0.13,17.3,19.2,4.6,2.1,1,1
Liverpool,2019-11-30,2019/2020,22,563,165,793,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,12.49,30,35.1,15,9.7,1,
Liverpool,2019-12-07,2019/2020,23,544,158,795,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,29,34.1,13.9,11.4,1,
Liverpool,2019-12-14,2019/2020,24,518,173,783,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0.01,29,39.2,16.1,13.6,1,
Liverpool,2019-12-21,2019/2020,25,552,169,758,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,31.6,41.2,15.3,12.5,1,
Liverpool,2019-12-28,2019/2020,26,557,146,780,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0.5,30.6,41.1,17.3,15.6,1,
Liverpool,2020-01-04,2019/2020,27,542,136,823,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,35.2,44.6,18.2,15.7,1,
Liverpool,2020-01-11,2019/2020,28,593,162,825,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,5.91,31.9,47,19.9,16.8,1,
Liverpool,2020-01-18,2019/2020,29,585,168,766,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,24,26.3,31.1,17.4,15.6,1,
Liverpool,2020-01-25,2019/2020,30,612,165,799,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,24.91,31,41.8,18.2,16.4,1,
Liverpool,2020-02-01,2019/2020,31,518,161,837,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,3.11,33.8,38.3,21.4,17.3,1,
Liverpool,2020-02-08,2019/2020,32,510,155,784,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,48.64,30.1,45.5,19.7,14.9,1,
Liverpool,2020-02-15,2019/2020,33,526,147,777,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,333.6,26.7,31.3,19.9,18.6,1,
Liverpool,2020-02-22,2019/2020,34,560,148,814,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,25.07,27.7,33,18,14.2,1,
Liverpool,2020-02-29,2019/2020,35,553,148,845,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0.8,27.7,32.5,17.3,12.3,1,
Liverpool,2020-03-07,2019/2020,36,577,147,795,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,46.12,27.4,37.2,17.8,15.9,1,
Liverpool,2020-03-14,2019/2020,37,538,171,824,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,8.51,24.6,26.9,15,11.9,1,
Liverpool,2020-03-21,2019/2020,38,576,152,782,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,19.3,25.3,34.7,13.6,11.3,1,
Liverpool,2020-03-28,2019/2020,39,534,152,808,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,21.44,24.6,29.9,15,14.1,1,
Liverpool,2020-04-04,2019/2020,40,563,152,759,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,15.56,25,27.6,15.9,13.3,1,
Liverpool,2020-04-11,2019/2020,41,549,159,820,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,8.32,22.7,25.5,13.5,9.6,1,
Liverpool,2020-04-18,2019/2020,42,575,125,775,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,7.17,25.4,29.5,10.6,6.9,1,
Liverpool,2020-04-25,2019/2020,43,582,145,821,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,24.3,27.7,9.4,7.8,1,
Liverpool,2020-05-02,2019/2020,44,546,147,791,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,26.42,22.7,27.5,11.6,7.5,1,
Liverpool,2020-05-09,2019/2020,45,571,156,826,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,21.5,26.9,8,4.9,1,
Liverpool,2020-05-16,2019/2020,46,494,145,785,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0.08,19.6,26.3,5.9,3.2,1,
Mullumbimby,2019-11-30,2019/2020,22,504,149,764,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0.05,28.5,31.4,18.9,16.8,1,
Mullumbimby,2019-12-07,2019/2020,23,551,147,808,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,33.14,31.1,35.2,16.8,13,1,
Mullumbimby,2019-12-14,2019/2020,24,523,145,809,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,5.82,29.2,32.2,19.9,17.1,1,
Mullumbimby,2019-12-21,2019/2020,25,533,143,769,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,11.84,29.6,36,18.3,13.3,1,
Mullumbimby,2019-12-28,2019/2020,26,501,159,829,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,55.95,28.8,31.1,20.1,18.6,1,
Mullumbimby,2020-01-04,2019/2020,27,560,136,809,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0.27,29.8,31.4,18.2,16.2,1,
Mullumbimby,2020-01-11,2019/2020,28,522,142,800,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,31.1,32.5,19.4,18,1,
Mullumbimby,2020-01-18,2019/2020,29,531,184,809,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,30.83,27.5,30.4,20.4,19,1,
Mullumbimby,2020-01-25,2019/2020,30,540,145,809,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,178.14,30.1,32.2,21.7,19.7,1,
Mullumbimby,2020-02-01,2019/2020,31,553,148,812,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,13.87,30,31.2,21.5,20.3,1,
Mullumbimby,2020-02-08,2019/2020,32,524,165,798,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,207.54,27.3,32.9,20.2,18.4,1,
Mullumbimby,2020-02-15,2019/2020,33,528,140,759,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,356.52,26.5,28.5,21.1,20.7,1,
Mullumbimby,2020-02-22,2019/2020,34,590,148,770,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,28.22,30.4,33.5,22.1,20.7,1,
Mullumbimby,2020-02-29,2019/2020,35,567,158,782,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,76.27,27,30.1,20,19.4,1,
Mullumbimby,2020-03-07,2019/2020,36,556,159,805,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,32.68,29.2,31.6,21.2,19.2,1,
Mullumbimby,2020-03-14,2019/2020,37,551,145,791,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,56.7,24.8,26.1,19,16.8,1,
Mullumbimby,2020-03-21,2019/2020,38,548,156,848,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,12.33,25.3,28.1,16,13.8,1,
